ORIGINAL_INDEX,CONTENT,LABEL,SUBJECT
2206,"A pluggable external sort for Hadoop MR Hi All, I am submitting this notice of intent to contribute to the Hadoop community on behalf of Syncsort, Inc. (www.syncsort.com) an interface for an external sorter. Although Hadoop MR (Map/Reduce) provides users with pluggable InputFormat, Mapper, Partitioner, Combiner, Reducer, and OutputFormat it does not provide a plug-in for an external sorter. There is limited support to plug in a sorter class in the Map phase. The merge logic in the Reduce phase cannot be changed. Also, the sorting process is tightly coupled to the framework. The goal of our project is to decouple the sorting process and contribute a defined clean interface to allow developers to easily plug in external sorters through this interface. THIS INTERFACE WILL BE INDEPENDENT FROM SYNCSORT�S PROPRIETARY SOFTWARE PRODUCTS WHICH ARE NOT INTENDED TO BE CONTRIBUTED. The following are some of the motivating factors for this project (not in any order of significance): � An external sort plug-in will promote innovative implementations by developers who have expertise in sort algorithms. � Hadoop developers can experiment with different sort implementations (in both the Map and Reduce phases) without modifying the framework code. � An external implementation of sort can be very well optimized to take advantage of OS and hardware architecture compared to the pure Java implementation in Hadoop. � The Hadoop implementation of sort is not self tuning. Users may be overwhelmed by so many parameters to be specified to tune the performance of sort. � One of the top memory consumers in the MR child JVMs is the sort. Users are advised to set a reasonably high value for -mx argument to JVM. Failure to do so will result in job termination. If the external sorter is implemented as a subprocess, it can adjust its memory usage automatically and make sure that it does not fail. Besides, the memory needed by the MR child JVM can be reduced to a meager 128 MB. � The performance of Hadoop sort may be at the mercy of JVM. See LUCENE-2504 in Hadoop Jira for a related performance regression issue. An external sorter implemented in C or C++ and run as a subprocess will not suffer from these types of problems. � ETL tool vendors can complement Hadoop's strengths namely HDFS, job scheduling, restartability, etc. with their sort technologies. This will enable Hadoop to make inroads into IT shops that use traditional ETL tools. The goals of this project are: � The primary goal of this project is to allow users to seamlessly plug in the external sorter to their existing MR applications. This is in contrast to the approach taken by HCE (see MAPREDUCE-1270 in Hadoop Jira) which requires users to code their MR applications in C++. � A secondary goal is to enable users of existing ETL tools to exploit Hadoop's distributed processing framework. We are confident there will be interest in this contribution to the code to the Hadoop community. I intend to provide a reference implementation of the interfaces defined in the design. This reference implementation uses GNU sort command to do the sorting of text data. -- Asokan M. Asokan Technology Architect � Data Integration Syncsort Incorporated 50 Tice Boulevard, Woodcliff Lake, NJ 07677 P: 201-930-8226 | F: 201-930-8281 E: masokan@syncsort.com www.syncsort.com Rethink the economics of data ________________ ________________________________ ATTENTION: ----- The information contained in this message (including any files transmitted with this message) may contain proprietary, trade secret or other confidential and/or legally privileged information. Any pricing information contained in this message or in any files transmitted with this message is always confidential and cannot be shared with any third parties without prior written approval from Syncsort. This message is intended to be read only by the individual or entity to whom it is addressed or by their designee. If the reader of this message is not the intended recipient, you are on notice that any use, disclosure, copying or distribution of this message, in any form, is strictly prohibited. If you have received this message in error, please immediately notify the sender and/or Syncsort and destroy all copies of this message in your possession, custody or control.",existence,A pluggable external sort for Hadoop MR
2211,"Re: [ANN] Branched; freeze in effect Done, thanks. ",not-ak,Re: [ANN] Branched; freeze in effect
2212,"Re: [ANN] Branched; freeze in effect On Mon, 2011-04-11 at 12:41 +0200, Sylvain Lebresne wrote: Go ahead. -- Eric Evans eevans@rackspace.com",not-ak,Re: [ANN] Branched; freeze in effect
2213,"Re: [ANN] Branched; freeze in effect Ok, I know that will sound like I'm already starting to ask for favor, but would that be possible to just merge CASSANDRA-2191 and CASSANDRA-2156 to 0.8. I just committed it to trunk and honestly though the freeze would be in effect later today. I do understand we should be strict on the freeze for it to work, but those are useful patches and part of this not going in in time was due to me sleeping just before the freeze due to living in a different time zone. -- Sylvain ",executive,Re: [ANN] Branched; freeze in effect
2214,Re: [ANN] Branched; freeze in effect I think this one is a good candidate even if not specific to 0.8: https://issues.apache.org/jira/browse/CASSANDRA-2420 -- / Peter Schuller,not-ak,Re: [ANN] Branched; freeze in effect
2215,"[ANN] Branched; freeze in effect Ladies and Gents, pursuant with The Plan[1], we have branched[2] and a freeze is now in effect. First and foremost this means no new features[3]. The idea is to release in 4 weeks, which will be here before you know it. We need the bug count to trend downward, which will be difficult enough without feature/scope-creep. We also need to maintain compatibility. I believe it is very important that we set this expectation for our betas. If users feel certain that each is unarguably more release-ready than the last, and that it is reasonably straightforward to upgrade from one to the next, (including the final), then we should see more serious testing during these periods. The upshots are that anything you didn't get in only needs to wait ~4 months, and trunk is still open for business (so go nuts). I'd like to get going on the first beta as soon as possible, (this week would be great). If you know of issues that should be dealt with before that happens, please let me know. Thanks everyone! [1]: http://thread.gmane.org/gmane.comp.db.cassandra.devel/2867 [2]: https://svn.apache.org/repos/asf/cassandra/branches/cassandra-0.8 [3]: Common-sense / consensus will prevail, of course. -- Eric Evans eevans@rackspace.com",executive,[ANN] Branched; freeze in effect
2216,"Re: SEVERE Data Corruption Problems Dan, Just wondered if you had a chance to try 0.7.1 or 0.7.2 out with your context/data. Jeremy On Feb 11, 2011, at 12:17 PM, Dan Hendry wrote:",not-ak,Re: SEVERE Data Corruption Problems
2218,Re: SEVERE Data Corruption Problems Can you show us sstable listing names? should be *-f-Data.db ,not-ak,Re: SEVERE Data Corruption Problems
2219,Re: RE: SEVERE Data Corruption Problems to me it looks like either we broke upgrading from older sstables in https://issues.apache.org/jira/browse/CASSANDRA-1555 (unlikely) or your system is hosed enough that you probably need to start from a fresh 0.7.1 install. ,not-ak,Re: RE: SEVERE Data Corruption Problems
2220,"Re: RE: SEVERE Data Corruption Problems Looks like the bloom filter for the row is corrupted, does it happen for all reads or just for reads on one row ? After the upgrade to 0.7 (assuming an 0.7 nightly build) did you run anything like nodetool repair ? Have you tried asking on the #cassandra IRC room to see if their are any comitters around ? AaronOn 11 Feb, 2011,at 01:18 PM, Dan Hendry <dan.hendry.junk@gmail.com> wrote:Upgraded one node to 0.7. Its logging exceptions like mad (thousands per minute). All like below (which is fairly new to me): ERROR [ReadStage:721] 2011-02-10 18:13:56,190 AbstractCassandraDaemon.java (line 114) Fatal exception in thread Threa d[ReadStage:721,5,main] java.io.IOError: java.io.EOFException at org.apache.cassandra.db.columniterator.SSTableNamesIterator.<init>(SSTableNa mesIterator.java:75) at org.apache.cassandra.db.filter.NamesQueryFilter.getSSTableColumnIterator(Nam esQueryFilter.java:59) at org.apache.cassandra.db.filter.QueryFilter.getSSTableColumnIterator(QueryFil ter.java:80) at org.apache.cassandra.db.ColumnFamilyStore.getTopLevelColumns(ColumnFamilySto re.java:1275) at org.apache.cassandra.db.ColumnFamilyStore.getColumnFamily(ColumnFamilyStore. java:1167) at org.apache.cassandra.db.ColumnFamilyStore.getColumnFamily(ColumnFamilyStore. java:1095) at org.apache.cassandra.db.Table.getRow(Table.java:384) at org.apache.cassandra.db.SliceByNamesReadCommand.getRow(SliceByNamesReadComma nd.java:60) at org.apache.cassandra.service.StorageProxy$LocalReadRunnable.runMayThrow(Stor ageProxy.java:473) at org.apache.cassandra.utils.WrappedRunnable.run(WrappedRunnable.java:30) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.ja va:886) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:9 08) at java.lang.Thread.run(Thread.java:662) Caused by: java.io.EOFException at java.io.DataInputStream.readInt(DataInputStream.java:375) at org.apache.cassandra.utils.BloomFilterSerializer.deserialize(BloomFilterSeri alizer.java:48) at org.apache.cassandra.utils.BloomFilterSerializer.deserialize(BloomFilterSeri alizer.java:30) at org.apache.cassandra.io.sstable.IndexHelper.defreezeBloomFilter(IndexHelper. java:108) at org.apache.cassandra.db.columniterator.SSTableNamesIterator.read(SSTableName sIterator.java:106) at org.apache.cassandra.db.columniterator.SSTableNamesIterator.<init>(SSTableNa mesIterator.java:71) ... 12 more Dan -----Original Message----- From: Jonathan Ellis [mailto:jbellis@gmail.com] Sent: February-09-11 18:14 To: dev Subject: Re: SEVERE Data Corruption Problems Hi Dan, it would be very useful to test with 0.7 branch instead of 0.7.0 so at least you're not chasing known and fixed bugs like CASSANDRA-1992. As you say, there's a lot of people who aren't seeing this, so it would also be useful if you can provide some kind of test harness where you can say ""point this at a cluster and within a few hours ",not-ak,Re: RE: SEVERE Data Corruption Problems
2221,"RE: SEVERE Data Corruption Problems Upgraded one node to 0.7. Its logging exceptions like mad (thousands per minute). All like below (which is fairly new to me): ERROR [ReadStage:721] 2011-02-10 18:13:56,190 AbstractCassandraDaemon.java (line 114) Fatal exception in thread Threa d[ReadStage:721,5,main] java.io.IOError: java.io.EOFException at org.apache.cassandra.db.columniterator.SSTableNamesIterator.(SSTableNa mesIterator.java:75) at org.apache.cassandra.db.filter.NamesQueryFilter.getSSTableColumnIterator(Nam esQueryFilter.java:59) at org.apache.cassandra.db.filter.QueryFilter.getSSTableColumnIterator(QueryFil ter.java:80) at org.apache.cassandra.db.ColumnFamilyStore.getTopLevelColumns(ColumnFamilySto re.java:1275) at org.apache.cassandra.db.ColumnFamilyStore.getColumnFamily(ColumnFamilyStore. java:1167) at org.apache.cassandra.db.ColumnFamilyStore.getColumnFamily(ColumnFamilyStore. java:1095) at org.apache.cassandra.db.Table.getRow(Table.java:384) at org.apache.cassandra.db.SliceByNamesReadCommand.getRow(SliceByNamesReadComma nd.java:60) at org.apache.cassandra.service.StorageProxy$LocalReadRunnable.runMayThrow(Stor ageProxy.java:473) at org.apache.cassandra.utils.WrappedRunnable.run(WrappedRunnable.java:30) at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.ja va:886) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:9 08) at java.lang.Thread.run(Thread.java:662) Caused by: java.io.EOFException at java.io.DataInputStream.readInt(DataInputStream.java:375) at org.apache.cassandra.utils.BloomFilterSerializer.deserialize(BloomFilterSeri alizer.java:48) at org.apache.cassandra.utils.BloomFilterSerializer.deserialize(BloomFilterSeri alizer.java:30) at org.apache.cassandra.io.sstable.IndexHelper.defreezeBloomFilter(IndexHelper. java:108) at org.apache.cassandra.db.columniterator.SSTableNamesIterator.read(SSTableName sIterator.java:106) at org.apache.cassandra.db.columniterator.SSTableNamesIterator.(SSTableNa mesIterator.java:71) ... 12 more Dan",not-ak,RE: SEVERE Data Corruption Problems
2222,"RE: SEVERE Data Corruption Problems I will put two nodes on 0.7. Did you really mean CASSANDRA-1992? I looked over the bug report and patch but cant see how it is related to the problems I have been having. I am not performing bootstraps or repairs and I haven?t since one of the most problematic CFs has been created. I have also looked over the resolved issues for 0.7.1 and did not see anything which I thought could be related. I would love to provide a test cluster and we actually have one for our development environment but it is working flawlessly. Exact same Cassandra version, application code, java version and OS. The only difference is that it has a far lower write load and is in EC2 instead of on physical machines. Its one of the reasons I believe I am hitting some strange race/edge condition somewhere. Looking over the user list, it seems at least one other person is having the same type of problem: http://www.mail-archive.com/user@cassandra.apache.org/msg09838.html . Although I have not seen the second error (possibly because I don?t do range slices), the first error looks eerily familiar. Dan",not-ak,RE: SEVERE Data Corruption Problems
